,cetes_mxn,e_E11_mxn,ml_LogisticRegression_mxn,ga_mxn
2024-10-14,1163658.36,1508585.79,1774246.76,924276.79
2024-10-15,1164116.16,1501690.10,1770971.50,924233.37
2024-10-16,1164574.14,1506778.77,1764321.05,924189.95
2024-10-17,1165032.30,1501914.78,1770450.00,924146.53
2024-10-18,1165490.65,1504916.52,1774306.43,924103.11
2024-10-21,1165949.17,1501417.58,1774185.12,924059.69
2024-10-22,1166407.87,1494900.97,1763569.45,924016.28
2024-10-23,1166866.75,1492582.57,1758572.33,923972.87
2024-10-24,1167325.81,1502073.17,1765054.45,923929.46
2024-10-25,1167785.06,1493472.19,1772601.09,923886.05
2024-10-28,1168244.48,1490320.16,1763174.13,923842.65
2024-10-29,1168704.09,1491469.51,1796698.41,923799.24
2024-10-30,1169163.87,1491012.11,1833809.15,923755.84
2024-10-31,1169623.84,1508471.81,1856097.92,923712.44
2024-11-01,1180075.18,1506746.33,1850303.70,933668.58
2024-11-04,1180526.70,1502294.02,1857630.86,933624.71
2024-11-05,1180978.38,1510560.60,1843270.55,933580.85
2024-11-06,1181430.24,1504326.29,1840545.77,933536.99
2024-11-07,1181882.27,1497359.87,1849981.38,933493.13
2024-11-08,1182334.48,1489433.49,1854485.65,933449.27
2024-11-11,1182786.86,1480707.93,1855773.63,933405.42
2024-11-12,1183239.41,1474257.91,1828481.93,933361.57
2024-11-13,1183692.14,1481549.64,1820136.27,933317.71
2024-11-14,1184145.03,1473154.65,1815136.13,933273.87
2024-11-15,1184598.11,1481661.39,1821939.91,933230.02
2024-11-18,1185051.35,,1821939.91,933186.18
2024-11-19,1185504.77,1481284.43,1816155.85,933142.33
2024-11-20,1185958.36,1489136.65,1811947.11,933098.49
2024-11-21,1186412.13,1475637.47,1799047.57,933054.66
2024-11-22,1186866.06,1476261.00,1805464.14,933010.82
2024-11-25,1187320.18,1486709.05,1835971.60,932966.99
2024-11-26,1187774.46,1478014.02,1818872.49,932923.15
2024-11-27,1188228.92,1461404.26,1814494.77,932879.32
2024-11-28,1188683.56,1457459.59,1808739.15,932835.50
2024-11-29,1189138.37,1457786.46,1815573.11,932791.67
2024-12-02,1199591.98,1458217.04,1821336.61,942747.38
2024-12-03,1200045.77,1451708.56,1821281.20,942703.09
2024-12-04,1200499.73,1449568.70,1801732.90,942658.80
2024-12-05,1200953.87,1446638.06,1824453.28,942614.51
2024-12-06,1201408.17,1442010.82,1823191.71,942570.22
2024-12-09,1201862.65,1454157.77,1839166.20,942525.94
2024-12-10,1202317.30,1451617.98,1820533.87,942481.66
2024-12-11,1202772.12,1442980.47,1821336.31,942437.38
2024-12-12,1203227.11,,1821336.31,942393.10
2024-12-13,1203682.27,1446834.01,1843814.83,942348.83
2024-12-16,1204137.61,1451839.47,1827324.74,942304.56
2024-12-17,1204593.12,1439146.95,1821624.36,942260.29
2024-12-18,1205048.80,1426633.02,1842831.68,942216.02
2024-12-19,1205504.65,1453841.36,1856176.18,942171.75
2024-12-20,1205960.68,1535754.49,1889561.12,942127.49
2024-12-23,1206416.88,1521967.58,1833473.08,942083.22
2024-12-24,1206873.25,1508375.60,1844634.84,942038.96
2024-12-25,1207329.79,,1844634.84,941994.71
2024-12-26,1207786.51,1542344.43,1832358.59,941950.45
2024-12-27,1208243.40,1537648.59,1849808.88,941906.20
2024-12-30,1208700.46,1561083.74,1803524.94,941861.94
2024-12-31,1209157.70,1555940.34,1854643.24,941817.69
2025-01-01,1219607.88,,1864643.24,951772.98
2025-01-02,1220058.22,1576730.81,1848780.25,951728.26
2025-01-03,1220508.73,1547420.19,1813663.92,951683.55
2025-01-06,1220959.41,1545530.05,1803913.66,951638.84
2025-01-07,1221410.26,1546088.94,1803623.53,951594.13
2025-01-08,1221861.27,1548468.05,1794363.06,951549.42
2025-01-09,1222312.44,1519265.89,1770443.06,951504.72
2025-01-10,1222763.79,1525902.04,1775003.65,951460.01
2025-01-13,1223215.30,1517945.54,1774846.47,951415.31
2025-01-14,1223666.98,1528021.55,1776620.30,951370.61
2025-01-15,1224118.82,1546771.67,1800154.46,951325.92
2025-01-16,1224570.83,1528484.04,1785751.47,951281.22
2025-01-17,1225023.01,1533442.72,1773095.18,951236.53
2025-01-20,1225475.35,1538033.13,1795157.99,951191.84
2025-01-21,1225927.87,1535632.30,1800562.50,951147.15
2025-01-22,1226380.54,1561994.62,1820929.34,951102.47
2025-01-23,1226833.39,1566435.48,1841613.46,951057.78
2025-01-24,1227286.40,1554360.55,1825029.44,951013.10
2025-01-27,1227739.58,1572491.26,1835246.90,950968.42
2025-01-28,1228192.93,1583594.01,1839365.12,950923.74
2025-01-29,1228646.45,1600619.03,1866406.91,950879.07
2025-01-30,1229100.13,1603758.97,1872784.56,950834.39
2025-01-31,1229553.98,1596987.72,1874324.58,950789.72
2025-02-03,1240000.47,,1884324.58,960744.58
2025-02-04,1240447.12,1624906.91,1907387.27,960699.45
2025-02-05,1240893.93,1615520.75,1899995.67,960654.31
2025-02-06,1241340.90,1615658.89,1869410.67,960609.18
2025-02-07,1241788.03,1623106.15,1890266.67,960564.05
2025-02-10,1242235.33,1625192.92,1889560.54,960518.92
2025-02-11,1242682.78,1636453.74,1897262.08,960473.79
2025-02-12,1243130.40,1638352.93,1912893.08,960428.67
2025-02-13,1243578.18,1635923.68,1908318.25,960383.55
2025-02-14,1244026.11,1651664.04,1929542.74,960338.43
2025-02-17,1244474.21,1632825.88,1910198.58,960293.31
2025-02-18,1244922.47,1643460.62,1927136.72,960248.19
2025-02-19,1245370.90,1623240.70,1903778.48,960203.08
2025-02-20,1245819.48,1618868.66,1894999.00,960157.97
2025-02-21,1246268.23,1611865.12,1882121.79,960112.86
2025-02-24,1246717.13,1607252.89,1872827.52,960067.75
2025-02-25,1247166.20,1597855.85,1868604.57,960022.65
2025-02-26,1247615.43,1609790.14,1888111.68,959977.54
2025-02-27,1248064.83,1608715.23,1892822.02,959932.44
2025-02-28,1248514.38,1606167.17,1887872.68,959887.34
2025-03-03,1258956.28,1618352.22,1914774.68,969841.78
2025-03-04,1259398.33,1620958.42,1902222.39,969796.21
2025-03-05,1259840.54,1624237.37,1907583.45,969750.65
2025-03-06,1260282.91,1626862.81,1902334.20,969705.09
2025-03-07,1260725.43,1636733.41,1924922.01,969659.53
2025-03-10,1261168.10,1584068.92,1857365.52,969613.98
2025-03-11,1261610.94,1613647.89,1900103.23,969568.42
2025-03-12,1262053.92,1643850.87,1924066.65,969522.87
2025-03-13,1262497.06,1657846.65,1941181.49,969477.32
2025-03-14,1262940.36,1653597.34,1968433.80,969431.78
2025-03-17,1263383.82,,1968433.80,969386.23
2025-03-18,1263827.42,1660429.27,1981719.34,969340.69
2025-03-19,1264271.19,1661844.43,1984097.59,969295.15
2025-03-20,1264715.11,1676542.65,2003792.82,969249.61
2025-03-21,1265159.19,1668021.86,2004707.46,969204.07
2025-03-24,1265603.42,1677044.07,2011560.57,969158.54
2025-03-25,1266047.81,1688078.19,2029842.29,969113.01
2025-03-26,1266492.35,1682797.39,2033083.83,969067.48
2025-03-27,1266937.05,1675491.29,2015899.46,969021.95
2025-03-28,1267381.91,1659011.86,2004493.89,968976.42
2025-03-31,1267826.92,1640630.60,1981791.04,968930.90
2025-04-01,1278263.98,1668290.63,2004403.72,978884.91
2025-04-02,1278701.19,1656234.75,1993480.59,978838.92
2025-04-03,1279138.55,1700256.42,2053507.92,978792.93
2025-04-04,1279576.06,1673791.25,2015405.08,978746.95
2025-04-07,1280013.72,1645130.60,1985309.91,978700.96
2025-04-08,1280451.52,1627907.98,1965569.25,978654.98
2025-04-09,1280889.48,1679977.37,2027744.71,978609.00
2025-04-10,1281327.59,1657520.47,1997344.91,978563.03
2025-04-11,1281765.84,1656269.77,1992972.51,978517.05
2025-04-14,1282204.25,1669256.56,2005788.03,978471.08
2025-04-15,1282642.81,1663748.58,2009060.39,978425.11
2025-04-16,1283081.51,1662345.88,2010089.29,978379.15
2025-04-17,1283520.37,,2010089.29,978333.18
2025-04-18,1283959.38,,2010089.29,978287.22
2025-04-21,1284398.54,1664488.55,2004193.24,978241.26
2025-04-22,1284837.84,1661019.76,2002433.49,978195.30
2025-04-23,1285277.30,1669468.63,2010568.11,978149.34
2025-04-24,1285716.91,1671691.44,2012013.97,978103.39
2025-04-25,1286156.67,1690271.84,2031182.90,978057.43
2025-04-28,1286596.57,1695963.68,2054347.25,978011.48
2025-04-29,1287036.63,1664649.49,2001773.61,977965.53
2025-04-30,1287476.84,1688887.70,2029850.27,977919.59
2025-05-01,1297920.62,,2039850.27,987873.17
2025-05-02,1298364.56,1704096.50,2051787.53,987826.76
2025-05-05,1298808.64,1694794.22,2050294.63,987780.35
2025-05-06,1299252.88,1708766.69,2057424.56,987733.95
2025-05-07,1299697.26,1720640.11,2069582.17,987687.54
2025-05-08,1300141.80,1718729.51,2060849.75,987641.14
2025-05-09,1300586.50,1720942.08,2065735.10,987594.74
2025-05-12,1301031.34,1723799.57,2048173.39,987548.34
2025-05-13,1301476.34,1707767.02,2032977.45,987501.94
2025-05-14,1301921.49,1707231.43,2035240.74,987455.55
2025-05-15,1302366.79,1696475.07,2030460.88,987409.16
2025-05-16,1302812.24,1726448.87,2055330.81,987362.77
2025-05-19,1303257.84,1729630.46,2084699.32,987316.38
2025-05-20,1303703.60,1743234.90,2111076.38,987270.00
2025-05-21,1304149.51,1755664.97,2177236.63,987223.61
2025-05-22,1304595.58,1727080.43,2188934.32,987177.23
2025-05-23,1305041.79,1742183.63,2187093.62,987130.85
2025-05-26,1305488.16,1755569.42,2206131.21,987084.48
2025-05-27,1305934.68,1789731.65,2248667.03,987038.10
2025-05-28,1306381.35,1812076.62,2275519.00,986991.73
2025-05-29,1306828.18,1827908.96,2293206.13,986945.36
2025-05-30,1307275.16,1826691.31,2298812.62,986898.99
2025-06-02,1317725.71,1806167.63,2274792.26,996852.16
2025-06-03,1318176.42,1786207.13,2251227.41,996805.32
2025-06-04,1318627.28,1764062.55,2225759.51,996758.49
2025-06-05,1319078.29,1754092.00,2215145.70,996711.66
2025-06-06,1319529.46,1770127.47,2237219.74,996664.84
2025-06-09,1319980.78,1766315.51,2227098.55,996618.01
2025-06-10,1320432.26,1760222.98,2223299.37,996571.19
2025-06-11,1320883.89,1778962.90,2244440.49,996524.37
2025-06-12,1321335.68,1766532.65,2231564.92,996477.55
2025-06-13,1321787.62,1755007.75,2217818.40,996430.74
2025-06-16,1322239.72,1743108.49,2207520.48,996383.92
2025-06-17,1322691.97,1741326.51,2196258.92,996337.11
2025-06-18,1323144.37,1758694.64,2216802.14,996290.30
2025-06-19,1323596.93,1753233.61,2213350.44,996243.49
2025-06-20,1324049.65,1753089.62,2198764.79,996196.69
2025-06-23,1324502.51,1759543.73,2189100.34,996149.89
2025-06-24,1324955.54,1753770.28,2191280.38,996103.09
2025-06-25,1325408.72,1757912.53,2199555.17,996056.29
2025-06-26,1325862.05,1781098.80,2222564.24,996009.49
2025-06-27,1326315.54,1776021.03,2223481.46,995962.70
2025-06-30,1326769.19,1741021.40,2195123.06,995915.91
2025-07-01,1337226.41,1746411.82,2204260.93,1006263.26
2025-07-02,1337683.78,1751167.69,2225747.88,1006610.73
2025-07-03,1338141.31,1742468.01,2223278.34,1006958.32
2025-07-04,1338599.00,1736453.48,2216923.81,1007306.03
2025-07-07,1339056.85,1752018.31,2220622.77,1007653.86
2025-07-08,1339514.85,1748182.94,2213530.38,1008001.81
2025-07-09,1339973.01,1759996.09,2220748.16,1008349.88
2025-07-10,1340431.33,1722922.02,2212547.77,1008698.07
2025-07-11,1340889.80,1732950.44,2223129.37,1009046.38
2025-07-14,1341348.43,1728605.32,2220255.72,1009394.81
2025-07-15,1341807.21,1725188.13,2213709.27,1009743.36
2025-07-16,1342266.16,1723800.15,2224046.97,1010092.03
2025-07-17,1342725.26,1726684.30,2219154.56,1010440.83
2025-07-18,1343184.51,1735881.96,2240847.65,1010789.74
2025-07-21,1343643.93,1727935.94,2229901.30,1011138.77
2025-07-22,1344103.50,1723779.53,2222204.83,1011487.92
2025-07-23,1344563.23,1738572.52,2223057.45,1011837.20
2025-07-24,1345023.11,1736551.38,2225324.71,1012186.59
2025-07-25,1345483.16,1735916.39,2223979.65,1012536.11
2025-07-28,1345943.36,1730554.51,2224472.13,1012885.74
2025-07-29,1346403.71,1726938.70,2214206.35,1013235.50
2025-07-30,1346864.23,1730331.62,2214022.82,1013585.38
2025-07-31,1347324.90,1748131.07,2216959.18,1013935.38
2025-08-01,1357789.15,1755516.80,2230257.99,1024288.95
2025-08-04,1358253.56,1757040.65,2228362.38,1024642.64
2025-08-05,1358718.13,1758972.76,2228427.36,1024996.46
2025-08-06,1359182.86,1771452.49,2227089.21,1025350.40
2025-08-07,1359647.74,1761979.24,2229474.98,1025704.46
2025-08-08,1360112.79,1769890.80,2232044.32,1026058.64
2025-08-11,1360577.99,1768248.81,2232044.32,1026412.95
2025-08-12,1361043.35,1767442.85,2214686.16,1026767.38
2025-08-13,1361508.88,1779179.47,2215301.75,1027121.93
2025-08-14,1361974.56,1774212.14,2214567.64,1027476.60
2025-08-15,1362440.40,1780850.57,2233389.35,1027831.39
2025-08-18,1362906.40,1747229.87,2190159.13,1028186.31
2025-08-19,1363372.56,1736339.15,2183308.37,1028541.35
2025-08-20,1363838.88,1738264.26,2192298.72,1028896.51
2025-08-21,1364305.36,1752241.25,2197188.79,1029251.80
2025-08-22,1364771.99,1771048.97,2203370.45,1029607.21
2025-08-25,1365238.79,1753041.88,2185461.74,1029962.74
2025-08-26,1365705.75,1742256.55,2193599.46,1030318.39
2025-08-27,1366172.87,1749023.84,2204787.44,1030674.17
2025-08-28,1366640.14,1757443.69,2209677.54,1031030.07
2025-08-29,1367107.58,1758482.83,2219892.08,1031386.09
2025-09-01,1377578.60,1787546.96,2235943.72,1041745.69
2025-09-02,1378049.78,1782703.80,2228298.48,1042105.41
2025-09-03,1378521.11,1784133.26,2236615.11,1042465.26
2025-09-04,1378992.61,1799571.56,2238760.79,1042825.23
2025-09-05,1379464.28,1800050.03,2228116.48,1043185.32
2025-09-08,1379936.10,1805062.45,2233443.19,1043545.54
2025-09-09,1380408.08,1798433.41,2229463.85,1043905.89
2025-09-10,1380880.23,1804892.35,2251468.15,1044266.35
2025-09-11,1381352.54,1827142.10,2266351.88,1044626.95
2025-09-12,1381825.01,1823095.43,2262007.72,1044987.66
2025-09-15,1382297.64,1823763.37,2267940.88,1045348.50
2025-09-16,1382770.43,,2267940.88,1045709.47
2025-09-17,1383243.38,1851489.80,2303730.05,1046070.56
2025-09-18,1383716.50,1838442.14,2298287.10,1046431.78
2025-09-19,1384189.77,1851034.96,2300718.01,1046793.12
2025-09-22,1384663.21,1818191.17,2266587.38,1047154.58
2025-09-23,1385136.81,1812866.54,2260960.90,1047516.17
2025-09-24,1385610.58,1808418.90,2266403.85,1047877.89
2025-09-25,1386084.50,1805659.21,2259801.67,1048239.73
2025-09-26,1386558.59,1808518.43,2254358.68,1048601.69
2025-09-29,1387032.84,1821840.75,2267205.27,1048963.78
2025-09-30,1387507.25,1831691.83,2263042.33,1049326.00
2025-10-01,1397985.25,1829279.98,2266616.77,1059691.79
2025-10-02,1398463.40,1828593.87,2268821.32,1060057.71
2025-10-03,1398941.72,1851258.48,2283075.69,1060423.75
2025-10-06,1399420.21,1851083.09,2275490.86,1060789.93
2025-10-07,1399898.86,1838800.59,2266867.61,1061156.23
2025-10-08,1400377.67,1848068.88,2281363.57,1061522.65
2025-10-09,1400856.65,1846185.02,2282037.27,1061889.20
2025-10-10,1401335.79,1820561.99,2274087.69,1062255.88
2025-10-13,1401815.09,1834299.11,2295678.34,1062622.68
2025-10-14,1402294.56,1811173.90,2277876.63,1062989.62
2025-10-15,1402774.19,1822427.35,2295622.54,1063356.67
2025-10-16,1403253.99,1818299.67,2275623.19,1063723.86
2025-10-17,1403733.95,1792782.85,2262161.00,1064091.17
2025-10-20,1404214.07,1811803.69,2280267.05,1064458.61
2025-10-21,1404694.36,1794167.38,2272803.04,1064826.17
2025-10-22,1405174.81,1816703.78,2287724.16,1065193.87
2025-10-23,1405655.43,1829203.55,2292802.40,1065561.68
2025-10-24,1406136.21,1800734.19,2265280.89,1065929.63
2025-10-27,1406617.15,1819413.78,2281370.48,1066297.70
2025-10-28,1407098.26,1803158.74,2274944.88,1066665.90
2025-10-29,1407579.54,1833006.70,2293661.89,1067034.23
2025-10-30,1408060.98,1817263.58,2280188.44,1067402.69
2025-10-31,1408542.58,1835086.85,2280869.01,1067771.27
2025-11-03,1419027.77,1862850.34,2311056.50,1078143.43
2025-11-04,1419513.13,1861412.47,2306528.80,1078515.72
2025-11-05,1419998.65,1873972.48,2305713.99,1078888.14
2025-11-06,1420484.33,1883040.66,2303695.23,1079260.69
2025-11-07,1420970.19,1881200.80,2302923.68,1079633.36
2025-11-10,1421456.21,1887003.15,2281472.23,1080006.17
2025-11-11,1421942.39,1896529.26,2317291.92,1080379.10
2025-11-12,1422428.74,1892767.64,2308543.25,1080752.17
2025-11-13,1422915.26,1880032.74,2291359.44,1081125.36
2025-11-14,1423401.95,1899177.12,2294542.03,1081498.68
2025-11-17,1423888.80,,2294542.03,1081872.13
2025-11-18,1424375.82,1891081.29,2290681.17,1082245.70
2025-11-19,1424863.00,1867406.49,2273985.23,1082619.41
2025-11-20,1425350.35,1836956.41,2254308.62,1082993.25
2025-11-21,1425837.87,1848520.12,2247562.36,1083367.21
2025-11-24,1426325.55,1874857.89,2269466.56,1083741.31
2025-11-25,1426813.40,1873193.48,2265368.63,1084115.53
2025-11-26,1427301.42,1866617.05,2260840.98,1084489.88
2025-11-27,1427789.61,1865298.28,2261953.45,1084864.37
2025-11-28,1428277.96,1885183.21,2270579.03,1085238.98
2025-12-01,1438769.90,1887049.54,2277705.38,1095617.17
2025-12-02,1439262.00,1878374.18,2278201.18,1095995.50
2025-12-03,1439754.28,1856174.43,2268589.63,1096373.95
2025-12-04,1440246.72,1854231.35,2300785.52,1096752.54
2025-12-05,1440739.34,1855596.06,2285427.81,1097131.25
2025-12-08,1441232.12,1845324.52,2260261.20,1097510.10
2025-12-09,1441725.07,1863242.58,2292296.59,1097889.08
2025-12-10,1442218.19,1850259.51,2274994.26,1098268.19
2025-12-11,1442711.47,1850794.18,2254390.83,1098647.43
2025-12-12,1443204.93,,2254390.83,1099026.80
2025-12-15,1443698.55,1863127.40,2260630.60,1099406.30
2025-12-16,1444192.35,1860751.78,2268942.59,1099785.93
2025-12-17,1444686.31,1855910.44,2254820.56,1100165.70
2025-12-18,1445180.44,1868440.53,2254780.48,1100545.59
2025-12-19,1445674.74,1898408.07,2240096.74,1100925.62
2025-12-22,1446169.21,1909991.34,2238261.51,1101305.78
2025-12-23,1446663.85,1909827.33,2239611.18,1101686.07
2025-12-24,1447158.65,1915648.42,2243400.15,1102066.49
2025-12-25,1447653.63,,2243400.15,1102447.04
2025-12-26,1448148.78,1917187.93,2243033.10,1102827.72
2025-12-29,1448644.09,1937562.92,2276402.04,1103208.53
2025-12-30,1449139.58,1945368.40,2269441.94,1103589.48
2025-12-31,1449635.23,,2269441.94,1103970.56
2026-01-01,1460107.84,,2279441.94,1114355.22
2026-01-02,1460580.59,1933167.42,2315440.62,1115794.19
2026-01-05,1461053.50,1953232.41,2304071.38,1117235.02
2026-01-06,1461526.57,1933844.19,2311279.98,1118677.71
2026-01-07,1461999.78,1932883.32,2308896.51,1120122.26
2026-01-08,1462473.15,1948604.03,2310550.52,1121568.68
2026-01-09,1462946.68,1956561.38,2314460.31,1123016.96
2026-01-12,1463420.35,1959626.60,2308046.19,1124467.12
2026-01-13,1463894.18,1976092.22,2306152.85,1125919.15
2026-01-14,1464368.17,1968429.70,2279604.79,1127373.05
2026-01-15,1464842.30,1966617.32,2273248.81,1128828.83
2026-01-16,1465316.59,1976156.12,2272483.67,1130286.49
2026-01-19,1465791.04,1980365.91,2275815.84,1131746.03
2026-01-20,1466265.63,1972069.11,2276861.13,1133207.46
2026-01-21,1466740.39,1982244.27,2299840.69,1134670.77
2026-01-22,1467215.29,1970383.89,2279841.29,1136135.98
2026-01-23,1467690.35,1965618.10,2281736.94,1137603.08
2026-01-26,1468165.56,1970726.14,2292820.94,1139072.07
2026-01-27,1468640.93,1971079.23,2284745.94,1140542.95
2026-01-28,1469116.45,1973011.04,2271343.47,1142015.74
2026-01-29,1469592.12,1970921.01,2269570.95,1143490.43
2026-01-30,1470067.95,1956795.62,2266441.86,1144967.02
2026-02-02,1480547.17,,2276441.86,1156458.43
2026-02-03,1481026.55,1998300.20,2281703.58,1157951.77
2026-02-04,1481506.08,1983156.84,2276992.44,1159447.04
2026-02-05,1481985.76,1968044.41,2268852.46,1160944.24
2026-02-06,1482465.60,1993869.15,2261276.80,1162443.37
2026-02-09,1482945.60,2011228.00,2258777.08,1163944.44
2026-02-10,1483425.75,2003757.77,2238480.29,1165447.44
2026-02-11,1483906.06,1992949.72,2273324.27,1166952.39
2026-02-12,1484386.52,1998112.38,2282735.16,1168459.28
2026-02-13,1484867.14,1988477.04,2275161.81,1169968.11
2026-02-16,1485347.91,1993284.58,2280727.88,1171478.89
2026-02-17,1485828.84,2004153.87,2286417.07,1172991.63
2026-02-18,1486309.93,2018848.68,2288068.77,1174506.32
2026-02-19,1486791.17,2026188.31,2285683.00,1176022.96
2026-02-20,1487272.57,2038189.96,2283116.00,1177541.56
2026-02-23,1487754.12,2012943.91,2244892.07,1179062.13
2026-02-24,1488235.83,2005376.18,2244673.77,1180584.65
2026-02-25,1488717.69,2037069.49,2232870.23,1182109.15
2026-02-26,1489199.72,2044268.66,2227859.31,1183635.61
2026-02-27,1489681.89,2098274.99,2242079.24,1185164.04
2026-03-02,1500167.46,2105345.04,2247063.72,1196707.36
2026-03-03,1500653.19,2065619.40,2234400.65,1198252.67
2026-03-04,1501139.08,2057168.44,2239290.79,1199799.98
2026-03-05,1501625.12,2045131.48,2221986.16,1201349.28
2026-03-06,1502111.32,2039695.10,2226451.07,1202900.59
2026-03-09,1502597.68,2015763.35,2219991.09,1204453.90
2026-03-10,1503084.19,2021181.05,2219807.56,1206009.21
2026-03-11,1503570.86,2040741.41,2252323.56,1207566.54
2026-03-12,1504057.69,2033072.10,2241422.98,1209125.87
2026-03-13,1504544.68,2013558.54,2238905.32,1210687.22
2026-03-16,1505031.83,,2238905.32,1212250.59
2026-03-17,1505519.13,2016463.13,2246583.95,1213815.97
2026-03-18,1506006.59,2041609.80,2255209.49,1215383.37
2026-03-19,1506494.21,2049237.52,2325161.36,1216952.80
2026-03-20,1506981.98,2045455.96,2293926.83,1218524.26
2026-03-23,1507469.92,2048603.59,2297655.36,1220097.74
2026-03-24,1507958.01,2075410.88,2319489.95,1221673.26
2026-03-25,1508446.26,2095552.26,2344630.25,1223250.81
2026-03-26,1508934.67,2082932.58,2319138.98,1224830.40
2026-03-27,1509423.24,2075232.24,2309477.28,1226412.02
2026-03-30,1509911.96,2114263.53,2330655.79,1227995.69
2026-03-31,1510400.85,2151054.73,2361340.77,1229581.41
2026-04-01,1520879.20,2194170.47,2390679.47,1240490.50
2026-04-02,1521357.71,,2390679.47,1241400.25
2026-04-03,1521836.37,,2390679.47,1242310.67
2026-04-06,1522315.18,2207072.11,2404367.14,1243221.76
2026-04-07,1522794.14,2201388.41,2402898.96,1244133.52
2026-04-08,1523273.25,2213660.84,2396299.04,1245045.94
2026-04-09,1523752.51,2206778.50,2388783.83,1245959.04
2026-04-10,1524231.92,2226963.56,2393127.96,1246872.81
2026-04-13,1524711.48,2252340.40,2398331.58,1247787.24
2026-04-14,1525191.19,2262346.20,2390099.07,1248702.35
2026-04-15,1525671.06,2256029.91,2394810.26,1249618.12
2026-04-16,1526151.07,2260951.91,2398145.79,1250534.57
2026-04-17,1526631.24,2275040.43,2422480.05,1251451.69
2026-04-20,1527111.56,2282643.48,2426519.86,1252369.49
2026-04-21,1527592.02,2272765.92,2403886.15,1253287.95
2026-04-22,1528072.64,2272765.92,2403886.15,1254207.09
2026-04-23,1528553.42,2252085.93,2394694.34,1255126.91
2026-04-24,1529034.34,2269568.09,2409138.74,1256047.39
2026-04-27,1529515.41,2250729.55,2391887.61,1256968.56
2026-04-28,1529996.64,2223566.99,2364614.67,1257890.40
2026-04-29,1530478.01,2220240.97,2369507.08,1258812.91
2026-04-30,1530959.54,2228557.94,2371713.94,1259736.10
2026-05-01,1541444.36,,2381713.94,1270667.31
2026-05-04,1541929.34,2263639.52,2386176.58,1271599.19
2026-05-05,1542414.47,2289125.73,2380821.33,1272531.76
2026-05-06,1542899.76,2295664.27,2386754.49,1272531.76
